id,eng_word,pl_word,score
4635,invest,inwestować,4.32
4636,mirror,lustro,4.47
4637,remote,zdalny,4.41
4638,sight,wzrok,4.54
4639,les,les,4.1
4640,newspapers,gazety,4.25
4641,survive,przetrwać,4.52
4642,entries,wpisy,4.09
4643,legs,nogi,4.67
4644,regulatory,regulacyjny,4.23
4645,cambridge,Cambridge,4.39
4646,actually,właściwie,5.49
4647,consumption,konsumpcja,4.35
4648,annoying,irytujący,4.4
4649,solar,słoneczny,4.53
4650,civilization,cywilizacja,4.01
4651,cattle,bydło,4.15
4652,depending,w zależności od,4.56
4653,pending,w toku,4.02
4654,significant,znaczący,4.98
4655,integration,integracja,4.22
4656,manager,menedżer,4.97
4657,crown,korona,4.56
4658,pointing,wskazujący,4.2
4659,shift,zmiana,4.57
4660,portugal,Portugalia,4.1
4661,stamp,stempel,4.11
4662,assumption,wniebowzięcie,4.07
4663,galaxy,galaktyka,4.28
4664,test,badanie,5.19
4665,applied,stosowany,4.67
4666,healthy,zdrowy,4.8
4667,remarkable,niezwykły,4.29
4668,road,droga,5.24
4669,working,praca,5.45
4670,scientist,naukowiec,4.21
4671,laptop,laptop,4.23
4672,switching,przełączanie,4.06
4673,begin,rozpocząć,4.84
4674,lightning,błyskawica,4.22
4675,tend,skłaniać się,4.57
4676,examine,zbadać,4.18
4677,contest,konkurs,4.53
4678,wing,skrzydło,4.61
4679,taste,smak,4.73
4680,ceremony,ceremonia,4.42
4681,baker,baker,4.23
4682,fees,opłaty,4.53
4683,boy,chłopiec,5.17
4684,citizen,obywatel,4.39
4685,experiment,eksperyment,4.38
4686,thinks,myśli,4.78
4687,designs,projekty,4.38
4688,alike,podobny,4.13
4689,agency,agencja,4.87
4690,hollywood,Hollywood,4.52
4691,vary,różnić się,4.25
4692,relations,relacje,4.67
4693,film,film,5.2
4694,audit,audyt,4.04
4695,supposed,rzekomy,4.91
4696,cameron,cameron,4.26
4697,advances,postępy,4.08
4698,jack,jack,4.82
4699,soccer,piłka nożna,4.48
4700,listening,słuchanie,4.66
4701,automatic,automatyczny,4.36
4702,beliefs,przekonania,4.25
4703,danny,Danny,4.25
4704,aircraft,samoloty,4.64
4705,far,daleko,5.5
4706,rapid,szybki,4.38
4707,diagnosis,diagnoza,4.2
4708,guns,broń,4.66
4709,minister,minister,5.04
4710,patrick,patrick,4.37
4711,rhythm,rytm,4.05
4712,severe,poważny,4.56
4713,revised,poprawione,4.14
4714,tap,dotknięcie,4.28
4715,setting,otoczenie,4.77
4716,manchester,manchester,4.53
4717,proceedings,postępowanie,4.18
4718,pieces,utwory,4.72
4719,stem,trzon,4.3
4720,extraordinary,niezwykły,4.36
4721,grew,rosły,4.69
4722,ahead,przed,5.01
4723,bound,ograniczony,4.46
4724,after,po,6.11
4725,cups,kubki,4.11
4726,marriage,małżeństwo,4.91
4727,michigan,Michigan,4.54
4728,fashion,moda,4.82
4729,brain,mózg,4.94
4730,gone,minęło,5.17
4731,blow,uderzenie,4.59
4732,pro,zaawansowany,4.94
4733,little,mały,5.75
4734,ladies,panie,4.64
4735,season,sezon,5.48
4736,samples,próbki,4.34
4737,loved,ulubione,5.0
4738,electrical,elektryczny,4.42
4739,stuck,utknął,4.68
4740,proteins,białka,4.1
4741,sessions,sesje,4.48
4742,highly,bardzo,4.89
4743,stored,przechowywane,4.18
4744,modified,zmodyfikowany,4.24
4745,center,centrum,5.19
4746,founder,założyciel,4.46
4747,sex,płeć,5.22
4748,cheese,ser,4.57
4749,reality,rzeczywistość,4.89
4750,students,uczniowie,5.25
4751,passive,pasywny,4.03
4752,layout,układ,4.08
4753,industrial,przemysłowy,4.71
4754,destroyed,zniszczony,4.61
4755,growth,wzrost,5.03
4756,fears,obawy,4.17
4757,parts,części,5.07
4758,apart,osobno,4.78
4759,separately,osobno,4.08
4760,spend,wydawać,4.97
4761,sustainable,zrównoważony,4.19
4762,labour,praca,4.7
4763,melbourne,Melbourne,4.36
4764,cal,kal,4.01
4765,sure,na pewno,5.67
4766,routes,trasy,4.19
4767,tattoo,tatuaż,4.14
4768,household,gospodarstwo domowe,4.47
4769,addressing,rozwiązywanie,4.06
4770,properties,nieruchomości,4.65
4771,week,tydzień,5.56
4772,longest,najdłuższy,4.22
4773,fewer,mniej,4.31
4774,has,ma,6.37
4775,luxury,luksus,4.35
4776,others,inni,5.42
4777,recently,ostatnio,5.02
4778,clinton,Clinton,4.57
4779,colleagues,współpracownicy,4.29
4780,data,dane,5.34
4781,ceo,prezes,4.46
4782,green,zielony,5.13
4783,continues,kontynuuje,4.79
4784,witnesses,świadkowie,4.29
4785,billy,billy,4.33
4786,reserves,rezerwy,4.22
4787,impossible,niemożliwe,4.78
4788,mega,mega,4.02
4789,fancy,fantazja,4.35
4790,whatever,cokolwiek,5.14
4791,capabilities,możliwości,4.11
4792,press,prasa,5.16
4793,shirt,koszula,4.63
4794,still,nadal,5.92
4795,injuries,urazy,4.44
4796,diameter,średnica,4.08
4797,earning,zarobki,4.23
4798,existence,istnienie,4.55
4799,phillips,Phillips,4.03
4800,contributing,przyczyniający się,4.08
4801,receives,otrzymuje,4.19
4802,finds,znaleziska,4.61
4803,considers,uważa,4.03
4804,consistent,spójny,4.48
4805,lab,laboratorium,4.42
4806,route,trasa,4.67
4807,domain,domena,4.31
4808,long,długi,5.81
4809,qualifying,kwalifikujący,4.01
4810,lands,kraje,4.37
4811,achieved,osiągnięte,4.49
4812,visitors,odwiedzający,4.49
4813,neutral,neutralny,4.24
4814,step,krok,5.13
4815,british,brytyjski,5.18
4816,grade,klasa,4.8
4817,arguments,argumenty,4.33
4818,versus,w porównaniu z,4.32
4819,punishment,karę,4.34
4820,forced,wymuszony,4.83
4821,challenge,wyzwanie,4.88
4822,intense,intensywny,4.39
4823,careers,kariera,4.08
4824,wide,szeroki,4.96
4825,darkness,ciemność,4.3
4826,changes,zmiany,5.12
4827,california,Kalifornia,5.0
4828,definition,definicja,4.58
4829,see,zobacz,6.1
4830,invited,zaproszony,4.53
4831,seems,wydaje się,5.24
4832,cases,przypadki,5.04
4833,ball,piłka,5.04
4834,generic,ogólny,4.11
4835,seal,pieczęć,4.3
4836,suspended,zawieszony,4.32
4837,excited,podekscytowany,4.74
4838,raw,surowe,4.53
4839,solved,rozwiązane,4.08
4840,works,prace,5.29
4841,abu,abu,4.01
4842,victim,ofiara,4.56
4843,gotta,trzeba,4.95
4844,print,drukuj,4.54
4845,equation,równanie,4.02
4846,took,zabrał,5.51
4847,interests,zainteresowania,4.66
4848,approval,zatwierdzenie,4.5
4849,toy,zabawka,4.3
4850,anything,cokolwiek,5.55
4851,lesbian,lesbijka,4.15
4852,separate,oddzielny,4.83
4853,scheme,program,4.57
4854,china,Chiny,5.1
4855,lighter,zapalniczka,4.09
4856,progressive,progresywny,4.34
4857,assistant,asystent,4.72
4858,jeff,Jeff,4.45
4859,right,prawidłowo,5.96
4860,waves,fale,4.37
4861,networks,sieci,4.45
4862,nearby,w pobliżu,4.55
4863,brad,gwoździe,4.12
4864,find,znaleźć,5.76
4865,idea,pomysł,5.36
4866,sir,panie,5.06
4867,radio,radio,5.01
4868,sitting,siedzenie,4.86
4869,generation,pokolenie,4.82
4870,static,statyczny,4.05
4871,strikes,strajki,4.25
4872,operated,obsługiwany,4.35
4873,transaction,transakcja,4.21
4874,howard,howard,4.48
4875,nyc,nyc,4.05
4876,repair,naprawa,4.41
4877,website,strona internetowa,5.09
4878,missouri,missouri,4.26
4879,captured,uchwycony,4.44
4880,audio,audio,4.47
4881,maintaining,utrzymywanie,4.25
4882,ingredients,składniki,4.14
4883,profit,zysk,4.7
4884,plastic,plastik,4.51
4885,shanghai,Szanghaj,4.04
4886,saving,oszczędzanie,4.59
4887,friend,przyjaciel,5.37
4888,sales,sprzedaż,5.02
4889,ford,ford,4.5
4890,marvel,marvel,4.16
4891,dutch,holenderski,4.41
4892,deals,transakcje,4.59
4893,gambling,hazard,4.08
4894,sit,siedzieć,4.9
4895,turns,zakręty,4.76
4896,brings,przynosi,4.61
4897,com,com,4.22
4898,flame,płomień,4.07
4899,forget,zapomnieć,5.06
4900,system,system,5.56
4901,boundary,granica,4.13
4902,fed,karmiony,4.51
4903,parliamentary,parlamentarne,4.18
4904,children,dzieci,5.47
4905,hide,ukryć,4.54
4906,equipment,sprzęt,4.88
4907,voters,wyborcy,4.46
4908,club,klub,5.2
4909,able,możliwy,5.43
4910,proposals,propozycje,4.2
4911,gains,zyski,4.25
4912,drinks,napoje,4.43
4913,goal,cel,5.06
4914,drop,upadek,4.99
4915,suicide,samobójstwo,4.62
4916,first,pierwszy,6.11
4917,thoughts,przemyślenia,4.75
4918,calm,spokój,4.54
4919,hundreds,setki,4.61
4920,talented,utalentowany,4.3
4921,finger,palec,4.48
4922,units,jednostki,4.77
4923,case,przypadek,5.55
4924,availability,dostępność,4.13
4925,vancouver,Vancouver,4.16
4926,corporation,korporacja,4.59
4927,core,rdzeń,4.73
4928,drawings,rysunki,4.04
4929,recovery,odzyskiwanie,4.58
4930,safety,bezpieczeństwo,4.97
4931,championship,mistrzostwa,4.54
4932,franklin,franklin,4.21
4933,toronto,toronto,4.49
4934,warren,warren,4.26
4935,dallas,Dallas,4.42
4936,cleaning,sprzątanie,4.39
4937,roberts,Roberts,4.16
4938,suddenly,nagle,4.69
4939,health,zdrowie,5.44
4940,tobacco,tytoń,4.19
4941,teach,nauczać,4.67
4942,edition,edycja,4.8
4943,pulled,pociągnięty,4.67
4944,suits,garnitury,4.25
4945,sudden,nagły,4.4
4946,stones,kamienie,4.31
4947,detection,wykrywanie,4.06
4948,fortune,szczęście,4.3
4949,magazines,czasopisma,4.07
4950,site,strona,5.22
4951,accordance,zgodność,4.13
4952,tours,wycieczki,4.14
4953,precisely,dokładnie,4.2
4954,cable,kabel,4.54
4955,corners,narożniki,4.06
4956,picture,zdjęcie,5.13
4957,educated,wykształceni,4.29
4958,strain,odmiana,4.15
4959,rabbit,królik,4.05
4960,editors,redaktorzy,4.04
4961,privacy,prywatność,4.36
4962,credits,napisy końcowe,4.27
4963,acid,kwas,4.45
4964,combat,walka,4.56
4965,struggle,walka,4.62
4966,olympics,olimpiada,4.45
4967,tax,podatkowe,5.14
4968,threshold,próg,4.03
4969,induced,wywołany,4.04
4970,requires,wymaga,4.67
4971,piano,fortepian,4.31
4972,muslim,muzułmański,4.67
4973,afford,stać,4.57
4974,southern,południowy,4.84
4975,beings,istoty,4.19
4976,stands,stoiska,4.61
4977,recovered,wyzdrowiały,4.25
4978,jail,więzienie,4.62
4979,benjamin,benjamin,4.16
4980,custom,niestandardowe,4.43
4981,intend,zamierzać,4.09
4982,laser,laser,4.2
4983,tribute,hołd,4.25
4984,app,aplikacja,4.86
4985,ridge,grzbiet,4.12
4986,originally,pierwotnie,4.69
4987,oct,październik,4.35
4988,jane,jane,4.42
4989,directors,reżyserzy,4.45
4990,assessment,ocena,4.46
4991,property,majątek,5.11
4992,throws,rzuca,4.08
4993,imagine,wyobraź sobie,4.92
4994,probably,prawdopodobnie,5.37
4995,walking,spacerowanie,4.86
4996,societies,społeczeństwa,4.08
4997,kid,dziecko,4.99
4998,lift,podnieść,4.5
4999,momentum,pęd,4.07
5000,associate,wice,4.39
5001,speech,przemowa,4.85
5002,south,południe,5.4
5003,signals,sygnały,4.28
5004,bottom,dno,4.84
5005,dispute,spór,4.27
5006,nominated,nominowany,4.18
5007,officer,funkcjonariusz,5.03
5008,employers,pracodawcy,4.25
5009,dont,nie,4.74
5010,managed,zarządzane,4.76
5011,corps,korpus,4.27
5012,process,proces,5.26
5013,won,wygrał,5.2
5014,procedure,procedura,4.44
5015,recommended,zalecane,4.5
5016,rally,rajd,4.34
5017,anywhere,gdziekolwiek,4.71
5018,girl,dziewczyna,5.38
5019,islamic,islamski,4.44
5020,opening,otwarcie,4.94
5021,costume,kostium,4.18
5022,focus,focus,5.0
5023,describe,opisać,4.56
5024,caught,złapany,4.9
5025,martial,wojskowe,4.06
5026,scale,skala,4.83
5027,mass,masa,4.87
5028,limit,limit,4.7
5029,compete,konkurować,4.39
5030,influenced,wpływ,4.2
5031,respective,odpowiedni,4.19
5032,through,poprzez,5.87
5033,catherine,catherine,4.11
5034,middle,środek,5.18
5035,shield,tarcza,4.3
5036,file,plik,4.75
5037,seeing,widzieć,5.04
5038,farmers,rolnicy,4.43
5039,hill,wzgórze,4.82
5040,tablet,tablet,4.05
5041,pollution,zanieczyszczenie,4.2
5042,teenage,nastolatka,4.14
5043,thermal,termiczny,4.04
5044,correctly,poprawnie,4.21
5045,seven,siedem,5.08
5046,cum,sperma,4.04
5047,trained,przeszkolony,4.58
5048,quickly,szybko,5.0
5049,passion,pasja,4.44
5050,recognize,rozpoznawać,4.52
5051,pipeline,rurociąg,4.04
5052,meters,metry,4.21
5053,universe,wszechświat,4.59
5054,around,wokół,5.77
5055,contrary,przeciwnie,4.17
5056,billion,miliard,4.75
5057,dirt,brud,4.24
5058,creates,tworzy,4.28
5059,metro,metro,4.18
5060,cannon,armata,4.02
5061,yoga,joga,4.2
5062,screening,badania przesiewowe,4.15
5063,via,przez,5.02
5064,unnecessary,niepotrzebny,4.18
5065,dynamics,dynamika,4.08
5066,moves,ruchy,4.59
5067,jazz,jazz,4.31
5068,bowling,kręgle,4.05
5069,variable,zmienna,4.12
5070,interview,wywiad,4.86
5071,wants,chce,5.24
5072,city,miasto,5.61
5073,falling,upadek,4.66
5074,among,wśród,5.31
5075,editor,redaktor,4.62
5076,county,hrabstwo,5.19
5077,adopt,adopcja,4.19
5078,which,który,6.3
5079,screens,ekrany,4.03
5080,our,nasz,6.14
5081,install,zainstalować,4.14
5082,straight,z rzędu,5.04
5083,prince,książę,4.72
5084,recreation,rekreacja,4.04
5085,dump,wysypisko,4.08
5086,portuguese,portugalski,4.03
5087,facts,fakty,4.72
5088,guided,z przewodnikiem,4.06
5089,embassy,ambasada,4.13
5090,pray,modlić się,4.4
5091,laws,prawa,4.89
5092,canadian,kanadyjski,4.7
5093,vocal,wokalny,4.16
5094,arrive,przybyć,4.38
5095,georgia,Georgia,4.46
5096,converted,przekonwertowany,4.21
5097,hint,wskazówka,4.07
5098,overview,przegląd,4.11
5099,universal,uniwersalny,4.49
5100,bother,przeszkadzać,4.39
5101,army,armia,5.06
5102,cry,płacz,4.59
5103,knife,nóż,4.41
5104,arm,ramię,4.73
5105,reasonably,rozsądnie,4.03
5106,oklahoma,oklahoma,4.27
5107,secrets,tajemnice,4.31
5108,worker,pracownik,4.43
5109,carl,carl,4.24
5110,chip,chip,4.31
5111,manhattan,Manhattan,4.16
5112,illustrated,ilustrowany,4.17
5113,preliminary,wstępny,4.16
5114,follows,następuje,4.81
5115,fighters,wojownicy,4.21
5116,vice,zastępca,4.71
5117,confidence,pewność,4.65
5118,costa,costa,4.15
5119,adoption,adopcja,4.17
5120,compound,złożony,4.18
5121,crack,pęknięcie,4.41
5122,cancel,anulować,4.18
5123,trust,zaufanie,5.13
5124,event,wydarzenie,5.18
5125,removed,usunięto,4.79
5126,suggests,sugeruje,4.49
5127,informed,poinformowany,4.45
5128,immigrants,imigranci,4.37
5129,greece,Grecja,4.28
5130,residents,mieszkańcy,4.64
5131,seek,szukać,4.61
5132,southeast,południowy wschód,4.15
5133,ben,ben,4.69
5134,justice,sprawiedliwość,4.97
5135,laugh,śmiech,4.66
5136,behind,za,5.29
5137,daniel,daniel,4.62
5138,argued,kłócił się,4.36
5139,dating,randki,4.7
5140,choices,wybory,4.46
5141,mistakes,błędy,4.45
5142,rachel,rachel,4.15
5143,expected,oczekiwany,4.96
5144,stand,stojak,5.14
5145,visit,odwiedź,5.04
5146,reasons,powody,4.93
5147,raising,wzrost,4.43
5148,latin,łaciński,4.48
5149,director,dyrektor,5.15
5150,sink,zlew,4.21
5151,night,noc,5.61
5152,settlement,rozliczenie,4.49
5153,auto,auto,4.48
5154,lesser,mniejszy,4.13
5155,exposure,ekspozycja,4.44
5156,sensitive,wrażliwe,4.46
5157,brass,mosiądz,4.05
5158,afternoon,popołudnie,4.72
5159,derby,derby,4.1
5160,fear,strach,4.95
5161,types,typy,4.85
5162,cheat,oszustwo,4.06
5163,things,sprawy,5.74
5164,comics,komiksy,4.17
5165,finally,w końcu,5.17
5166,politicians,politycy,4.54
5167,matt,matowy,4.55
5168,nov,listopad,4.37
5169,direction,kierunek,4.93
5170,measures,środki,4.67
5171,jeremy,Jeremy,4.15
5172,anderson,anderson,4.36
5173,error,błąd,4.55
5174,participated,uczestniczył,4.01
5175,memory,pamięć,4.81
5176,inquiry,zapytanie,4.25
5177,practices,praktyki,4.55
5178,operational,operacyjny,4.21
5179,worship,kult,4.29
5180,texts,teksty,4.34
5181,june,czerwiec,5.21
5182,snake,wąż,4.23
5183,saved,zapisane,4.67
5184,family,rodzina,5.66
5185,row,rząd,4.6
5186,fool,głupiec,4.29
5187,hole,dziura,4.66
5188,balance,równowaga,4.76
5189,colonial,kolonialny,4.17
5190,portland,Portland,4.18
5191,victoria,Victoria,4.44
5192,example,przykład,5.27
5193,healing,uzdrowienie,4.23
5194,staying,pobyt,4.55
5195,served,podano,4.81
5196,transparent,przejrzysty,4.01
5197,classes,zajęcia,4.77
5198,volumes,głośność,4.2
5199,qualified,kwalifikowany,4.46
5200,aside,na boku,4.59
5201,scholarship,stypendium,4.15
5202,chapel,kaplica,4.03
5203,captain,kapitan,4.89
5204,keeps,zachowuje,4.67
5205,russian,rosyjski,5.01
5206,corporations,korporacje,4.17
5207,tin,cyna,4.03
5208,prefer,preferować,4.57
5209,earth,ziemia,5.06
5210,subject,temat,4.96
5211,clothing,odzież,4.47
5212,carries,niesie,4.23
5213,beneficial,korzystne,4.08
5214,pages,strony,4.62
5215,before,przed,5.93
5216,ocean,ocean,4.7
5217,birth,urodzenie,4.77
5218,jump,skok,4.69
5219,fifth,piąty,4.78
5220,pairs,pary,4.11
5221,global,globalny,4.95
5222,dental,stomatologiczny,4.11
5223,connection,połączenie,4.76
5224,use,użycie,5.81
5225,actively,aktywnie,4.23
5226,driver,kierowca,4.75
5227,surrounding,otaczające,4.49
5228,asian,azjatycki,4.69
5229,trail,szlak,4.45
5230,rick,rick,4.32
5231,tan,tan,4.01
5232,danger,niebezpieczeństwo,4.59
5233,former,były,5.28
5234,topic,temat,4.49
5235,seriously,na poważnie,4.94
5236,monkey,małpa,4.07
5237,houston,houston,4.42
5238,glasses,okulary,4.34
5239,widely,powszechnie,4.54
5240,engine,silnik,4.84
5241,fig,fig,4.1
5242,horrible,okropny,4.44
5243,convenient,wygodny,4.15
5244,coaches,autokary,4.26
5245,chicago,chicago,4.83
5246,numerous,liczne,4.65
5247,medal,medal,4.39
5248,author,autor,4.95
5249,street,ulica,5.28
5250,competitive,konkurencyjny,4.57
5251,barcelona,barcelona,4.23
5252,bradley,bradley,4.01
5253,basketball,koszykówka,4.56
5254,higher,wyższy,5.18
5255,theatre,teatr,4.52
5256,sheets,arkusze,4.16
5257,paper,artykuł,5.07
5258,comparing,porównanie,4.13
5259,covers,okrywa,4.51
5260,awful,okropny,4.46
5261,design,projektowanie,5.17
5262,lamp,lampa,4.05
5263,largely,w dużej mierze,4.61
5264,conversations,rozmowy,4.3
5265,education,edukacja,5.28
5266,vincent,vincent,4.14
5267,installation,instalacja,4.16
5268,fixed,stały,4.7
5269,fabric,tkanina,4.08
5270,plus,plus,4.95
5271,valuable,cenne,4.51
5272,wall,ściana,5.04
5273,banned,zakazany,4.41
5274,game,gra,5.72
5275,display,wyświetlacz,4.63
5276,lemon,cytryna,4.1
5277,stroke,udar,4.27
5278,designed,zaprojektowany,4.96
5279,guarantee,gwarancja,4.44
5280,reveals,ujawnia,4.34
5281,quiet,cisza,4.65
5282,varied,różnorodny,4.03
5283,habits,zwyczaje,4.21
5284,headquarters,siedziba,4.36
5285,cream,śmietanka,4.62
5286,feature,funkcja,4.82
5287,visiting,odwiedzający,4.44
5288,ted,ted,4.26
5289,horses,konie,4.45
5290,daughter,córka,5.07
5291,canada,Kanada,4.97
5292,disease,choroba,4.9
5293,gotten,otrzymane,4.47
5294,pan,pan,4.39
5295,representing,przedstawiające,4.36
5296,logic,logika,4.36
5297,counted,liczone,4.04
5298,defence,obrona,4.51
5299,displays,wyświetlacze,4.07
5300,presidential,prezydencki,4.52
5301,business,biznes,5.56
5302,careful,ostrożny,4.59
5303,extreme,ekstremalne,4.6
5304,unknown,nieznany,4.53
5305,silent,cichy,4.45
5306,remains,pozostałości,4.8
5307,beam,belka,4.14
5308,fingers,palce,4.5
5309,introducing,przedstawiamy,4.16
5310,toxic,toksyczne,4.24
5311,spots,miejsca,4.33
5312,fine,dobry,5.23
5313,achieve,osiągnąć,4.57
5314,endless,endless,4.18
5315,taxes,podatki,4.65
5316,sand,piasek,4.44
5317,till,do,4.79
5318,hub,hub,4.08
5319,peers,rówieśnicy,4.02
5320,grades,oceny,4.28
5321,exist,istnieć,4.73
5322,boys,chłopcy,5.03
5323,poor,słaby,5.09
5324,appeal,odwołanie,4.67
5325,dreams,marzenia,4.59
5326,represent,reprezentować,4.58
5327,terror,strach,4.26
5328,older,starszy,4.92
5329,mixed,mieszane,4.64
5330,vacation,wakacje,4.4
5331,flight,lot,4.86
5332,him,go,6.11
5333,timeline,oś czasu,4.15
5334,forward,przekazać dalej,5.12
5335,bills,rachunki,4.52
5336,squad,drużyna,4.67
5337,tube,tube,4.36
5338,fluid,płyn,4.22
5339,enjoying,cieszenie się,4.42
5340,tested,sprawdzony,4.48
5341,mount,wsiadać,4.47
5342,chile,chile,4.06
5343,efficiency,efektywność,4.38
5344,mark,oznaczenie,5.05
5345,sponsor,sponsor,4.04
5346,makes,tworzy,5.46
5347,somebody,ktoś,4.8
5348,hate,nienawiść,5.11
5349,specialized,specjalistyczny,4.07
5350,flood,powódź,4.34
5351,grain,zboże,4.18
5352,jam,jam,4.17
5353,holidays,święta,4.22
5354,shopping,zakupy,4.68
5355,bloody,krwawy,4.28
5356,bleeding,krwawienie,4.08
5357,treasure,skarb,4.17
5358,treating,leczenie,4.27
5359,promotion,promocja,4.41
5360,fleet,flota,4.33
5361,registered,zarejestrowane,4.52
5362,intermediate,pośredni,4.04
5363,adjust,dostosować,4.07
5364,addressed,poruszony,4.26
5365,appearance,wygląd,4.69
5366,drill,ćwiczenia,4.09
5367,jan,styczeń,4.51
5368,force,siły,5.23
5369,recommend,polecam,4.61
5370,matching,pasujące,4.1
5371,official,urzędnik,5.14
5372,oliver,oliver,4.22
5373,representatives,przedstawiciele,4.52
5374,boston,boston,4.67
5375,under,pod,5.73
5376,paradise,raj,4.16
5377,pleasant,przyjemny,4.22
5378,excuse,przepraszam,4.56
5379,beginning,początek,5.0
5380,extremely,niezwykle,4.79
5381,finish,zakończenie,4.91
5382,how,jak,6.24
5383,equity,kapitał własny,4.3
5384,acts,działania,4.64
5385,brian,Brian,4.47
5386,observed,obserwowany,4.39
5387,lists,listy,4.38
5388,twelve,dwanaście,4.35
5389,providers,dostawcy,4.13
5390,donate,przekaż darowiznę,4.04
5391,unable,niezdolny,4.61
5392,opponent,przeciwnik,4.2
5393,now,teraz,6.18
5394,lower,niższy,5.11
5395,songs,piosenki,4.84
5396,weed,chwast,4.27
5397,rolling,falisty,4.47
5398,daily,codzienny,5.07
5399,imagination,wyobraźnia,4.22
5400,ron,Ron,4.22
5401,exact,dokładny,4.51
5402,buying,kupowanie,4.75
5403,canon,canon,4.11
5404,motion,ruch,4.59
5405,contracts,umowy,4.4
5406,die,umrzeć,5.07
5407,automatically,automatycznie,4.52
5408,venture,przedsięwzięcie,4.26
5409,technologies,technologie,4.32
5410,amendment,poprawka,4.38
5411,lady,dama,4.95
5412,answering,odpowiadanie,4.07
5413,chris,chris,4.81
5414,disappointed,rozczarowany,4.42
5415,hot,gorący,5.16
5416,presented,przedstawione,4.75
5417,travels,podróże,4.05
5418,upon,po,5.12
5419,avoid,unikaj,4.87
5420,throughout,w całym,4.99
5421,guards,strażnicy,4.32
5422,bless,błogosławić,4.17
5423,nick,nacięcie,4.59
5424,introduction,wprowadzenie,4.52
5425,been,był,6.27
5426,master,mistrz,4.93
5427,holy,święty,4.88
5428,breast,piersi,4.35
5429,neck,szyja,4.63
5430,authority,władza,4.81
5431,teams,drużyny,4.97
5432,hip,modny,4.46
5433,allowing,umożliwiające,4.62
5434,musician,muzyk,4.01
5435,minor,mniejszościowy,4.62
5436,situations,sytuacje,4.47
5437,yours,twój,4.75
5438,illinois,Illinois,4.44
5439,funeral,pogrzeb,4.37
5440,continue,kontynuuj,5.08
5441,environments,środowiska,4.02
5442,fascinating,fascynujące,4.13
5443,mainly,głównie,4.6
5444,badly,źle,4.44
5445,racing,wyścigi,4.5
5446,branches,gałęzie,4.21
5447,symptoms,objawy,4.48
5448,acceptance,akceptacja,4.16
5449,warriors,wojownicy,4.3
5450,dedicated,dedykowany,4.58
5451,word,słowo,5.26
5452,beast,bestia,4.29
5453,literary,literacki,4.31
5454,respectively,odpowiednio,4.45
5455,nuclear,jądrowe,4.73
5456,confused,zdezorientowany,4.47
5457,mask,maska,4.31
5458,fairy,fairy,4.08
5459,bag,worek,4.79
5460,bet,zakład,4.79
5461,advanced,zaawansowane,4.71
5462,statements,oświadczenia,4.51
5463,counting,liczenie,4.27
5464,churches,kościoły,4.27
5465,conviction,przekonanie,4.14
5466,passing,przechodzenie,4.63
5467,deaths,śmierć,4.53
5468,leg,noga,4.66
5469,cup,kielich,5.11
5470,wednesday,środa,4.59
5471,robinson,robinson,4.21
5472,beauty,piękno,4.75
5473,agencies,agencje,4.54
5474,airline,linia lotnicza,4.04
5475,runner,biegacz,4.18
5476,basin,miska,4.08
5477,hybrid,hybryda,4.11
5478,cash,gotówka,4.92
5479,reform,reforma,4.53
5480,shut,zamknięty,4.78
5481,send,wysłać,5.11
5482,campbell,campbell,4.23
5483,testing,testowanie,4.67
5484,divided,podzielony,4.47
5485,passenger,pasażer,4.38
5486,gave,dał,5.25
5487,soldier,żołnierz,4.46
5488,hammer,młotek,4.16
5489,weeks,tygodnie,5.19
5490,awareness,świadomość,4.44
5491,centres,centra,4.1
5492,pack,pakiet,4.66
5493,powers,moce,4.7
5494,stadium,stadion,4.63
5495,tonight,dzisiaj wieczorem,5.03
5496,composition,kompozycja,4.33
5497,experiments,eksperymenty,4.2
5498,jackson,Jackson,4.58
5499,petition,petycja,4.3
5500,yellow,żółty,4.69
5501,anniversary,rocznica,4.53
5502,association,stowarzyszenie,5.01
5503,popularity,popularność,4.24
5504,existed,istniała,4.29
5505,creative,kreatywny,4.6
5506,members,członkowie,5.35
5507,needed,potrzebne,5.18
5508,deficit,deficyt,4.06
5509,warm,ciepły,4.71
5510,wild,dziki,4.8
5511,governor,gubernator,4.71
5512,talked,rozmawiał,4.62
5513,chemistry,chemia,4.35
5514,ann,ann,4.35
5515,grammar,gramatyka,4.17
5516,applies,dotyczy,4.23
5517,sufficient,wystarczające,4.32
5518,donations,darowizny,4.1
5519,engineers,inżynierowie,4.41
5520,harrison,harrison,4.08
5521,let,pozwolić,5.6
5522,golf,golf,4.56
5523,tone,ton,4.49
5524,national,krajowe,5.51
5525,wisconsin,Wisconsin,4.36
5526,enormous,ogromny,4.25
5527,goes,idzie,5.22
5528,matters,sprawy,4.72
5529,controls,kontrole,4.41
5530,dimensional,wymiarowy,4.03
5531,colleges,uczelnie,4.25
5532,blake,blake,4.16
5533,wearing,noszący,4.85
5534,occupation,okupacja,4.2
5535,beds,łóżka,4.17
5536,bell,dzwonek,4.59
5537,zealand,Nowa Zelandia,4.5
5538,intelligent,inteligentny,4.29
5539,metres,metry,4.17
5540,successfully,pomyślnie,4.45
5541,particles,cząsteczki,4.08
5542,placement,umiejscowienie,4.04
5543,legitimate,prawowity,4.22
5544,chamber,komora,4.47
